commit	val_bpb	memory_gb	status	description
4d32d8c	2.626061	1.5	keep	gpu0 run11 DEPTH=6 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=1 L_CYCLES=1 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.22994567607363237 MATRIX_LR=0.04 UNEMBEDDING_LR=0.0035689874844954694 WEIGHT_DECAY=0.1243392359021272 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
4d32d8c	2.626093	1.5	discard	gpu2 run11 DEPTH=6 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=1 L_CYCLES=1 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.22994567607363237 MATRIX_LR=0.03322828252365386 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.1243392359021272 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
4d32d8c	2.626119	1.5	discard	gpu3 run11 DEPTH=6 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=1 L_CYCLES=1 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.22994567607363237 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.10144832109494163 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
4d32d8c	2.626205	1.5	discard	gpu1 run12 DEPTH=6 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=1 L_CYCLES=1 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.22994567607363237 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.1243392359021272 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.3 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=0
4d32d8c	2.626085	1.5	discard	gpu0 run12 DEPTH=6 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=1 L_CYCLES=1 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.22994567607363237 MATRIX_LR=0.04 UNEMBEDDING_LR=0.0036242728659238313 WEIGHT_DECAY=0.1243392359021272 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
4d32d8c	2.626111	1.0	discard	gpu3 run12 DEPTH=6 HEAD_DIM=32 ASPECT_RATIO=60 H_CYCLES=1 L_CYCLES=1 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=1 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.22994567607363237 MATRIX_LR=0.04 UNEMBEDDING_LR=0.0035689874844954694 WEIGHT_DECAY=0.1243392359021272 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
4d32d8c	2.626348	1.5	discard	gpu2 run12 DEPTH=6 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=3 L_CYCLES=1 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.22994567607363237 MATRIX_LR=0.04 UNEMBEDDING_LR=0.0035689874844954694 WEIGHT_DECAY=0.1243392359021272 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
4d32d8c	2.626611	2.7	discard	gpu1 run13 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=1 L_CYCLES=1 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.22994567607363237 MATRIX_LR=0.04 UNEMBEDDING_LR=0.0035689874844954694 WEIGHT_DECAY=0.1243392359021272 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
68906f1	2.626701	2.7	discard	gpu2 promising run1 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
68906f1	2.626767	2.7	discard	gpu3 mix run1 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.05 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
68906f1	2.626696	2.7	discard	gpu1 second run1 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
68906f1	2.626855	2.7	discard	gpu0 best run1 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626691	2.7	discard	gpu3 mix run1773491119 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626756	2.7	discard	gpu2 promising run1773491119 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626913	2.0	discard	gpu1 second run1773491119 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=1 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626968	2.7	discard	gpu0 best run1773491119 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=3 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626658	2.7	discard	gpu0 best run1773491734 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626978	2.7	discard	gpu2 promising run1773491734 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=3 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.039416280899984696 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626985	2.9	discard	gpu1 second run1773491734 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=67 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626857	2.7	discard	gpu3 mix run1773491734 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=3 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626710	2.7	discard	gpu1 second run1773492319 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04582603489983622 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626647	2.7	discard	gpu0 best run1773492319 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.309082243972838 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626723	2.7	discard	gpu3 mix run1773492319 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3057207422469668 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626867	2.7	discard	gpu2 promising run1773492319 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=61 H_CYCLES=3 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626689	2.7	discard	gpu1 second run1773492860 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626779	2.8	discard	gpu0 best run1773492860 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=float32 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.309082243972838 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626998	2.7	discard	gpu3 mix run1773492860 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=3 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626984	2.7	discard	gpu2 promising run1773492860 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=3 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626753	2.7	discard	gpu3 mix run1773493399 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=1 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626787	2.7	discard	gpu1 second run1773493399 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626699	2.7	discard	gpu0 best run1773493399 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.309082243972838 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=10.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.627060	2.7	discard	gpu2 promising run1773493399 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=61 H_CYCLES=3 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3210755279753274 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626710	2.7	discard	gpu0 best run1773493935 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.309082243972838 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626712	2.7	discard	gpu3 mix run1773493935 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626776	2.8	discard	gpu1 second run1773493935 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=float32 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.627042	2.8	discard	gpu2 promising run1773493935 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=61 H_CYCLES=3 L_CYCLES=2 FORWARD_DTYPE=float32 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.627270	2.7	discard	gpu0 best run1773494678 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=1 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.309082243972838 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626759	2.7	discard	gpu3 mix run1773494678 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626973	2.8	discard	gpu2 promising run1773494678 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=61 H_CYCLES=3 L_CYCLES=2 FORWARD_DTYPE=float32 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.627128	3.4	discard	gpu1 second run1773494678 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=73 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626691	2.7	discard	gpu0 best run1773495252 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.309082243972838 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626704	2.7	discard	gpu3 mix run1773495252 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626629	2.7	discard	gpu1 second run1773495252 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626956	2.8	discard	gpu2 promising run1773495252 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=61 H_CYCLES=3 L_CYCLES=2 FORWARD_DTYPE=float32 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.33658763927089436 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.626777	2.7	discard	gpu1 second run1773495853 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.309082243972838 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
