commit	val_bpb	memory_gb	status	description
b89b9b3	2.626764	2.7	discard	gpu3 mix run1773495853 DEPTH=8 HEAD_DIM=64 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.309082243972838 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.627034	2.8	discard	gpu2 promising run1773495853 DEPTH=8 HEAD_DIM=32 ASPECT_RATIO=61 H_CYCLES=3 L_CYCLES=2 FORWARD_DTYPE=float32 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.04 UNEMBEDDING_LR=0.004 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.02 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
b89b9b3	2.628384	7.0	discard	gpu0 best run1773495853 DEPTH=12 HEAD_DIM=32 ASPECT_RATIO=64 H_CYCLES=2 L_CYCLES=2 FORWARD_DTYPE=bfloat16 PRENORM=0 LAYER_SCALE_INIT=0.0 DEVICE_BATCH_SIZE=2 TOTAL_BATCH_SIZE=65536 EMBEDDING_LR=0.3 MATRIX_LR=0.044351174853283215 UNEMBEDDING_LR=0.0035354440460033296 WEIGHT_DECAY=0.15 WARMUP_RATIO=0.0 WARMDOWN_RATIO=0.5 FINAL_LR_FRAC=0.0 LOGITS_SOFTCAP=15.0 ZERO_O_PROJ_INIT=1
d1db342	2.625892	0.5	keep	20260314T153542Z_cwesj5 | Patch implements Hypothesis 2: increase model depth from 2 to 4, set head dimension to 32 (elite value), and adjust aspect ratio to 48 for balanced scaling. This aims to enhance model capacity with moderate risk, building on proven configurations.
d1db342	2.626013	0.5	discard	20260314T153542Z_cwesj5 | Patch implements Hypothesis 2: increase model depth from 2 to 4, set head dimension to 32 (elite value), and adjust aspect ratio to 48 for balanced scaling. This aims to enhance model capacity with moderate risk, building on proven configurations.
d1db342	2.625893	0.5	discard	20260314T153542Z_cwesj5 | Patch implements Hypothesis 2: increase model depth from 2 to 4, set head dimension to 32 (elite value), and adjust aspect ratio to 48 for balanced scaling. This aims to enhance model capacity with moderate risk, building on proven configurations.
d1db342	2.625923	0.5	discard	20260314T153542Z_cwesj5 | Patch implements Hypothesis 2: increase model depth from 2 to 4, set head dimension to 32 (elite value), and adjust aspect ratio to 48 for balanced scaling. This aims to enhance model capacity with moderate risk, building on proven configurations.
ce28118	2.625918	0.5	discard	20260314T160811Z_9gt3c8 | Implement Hypothesis 2: increase H_CYCLES from 2 to 3 to optimize recurrence pattern, enable PRENORM by default for improved gradient flow, and set layer scale initialization to 1e-5 for added stability. This builds incrementally on the proven elite configuration with minimal risk. | role=best | gpu=0 | seed=771916105 | parent=elite.best:d1db342
ce28118	2.625913	0.5	discard	20260314T160811Z_9gt3c8 | Implement Hypothesis 2: increase H_CYCLES from 2 to 3 to optimize recurrence pattern, enable PRENORM by default for improved gradient flow, and set layer scale initialization to 1e-5 for added stability. This builds incrementally on the proven elite configuration with minimal risk. | role=second | gpu=1 | seed=1780100072 | parent=elite.second:d1db342
ce28118	2.626758	2.7	discard	20260314T160811Z_9gt3c8 | Implement Hypothesis 2: increase H_CYCLES from 2 to 3 to optimize recurrence pattern, enable PRENORM by default for improved gradient flow, and set layer scale initialization to 1e-5 for added stability. This builds incrementally on the proven elite configuration with minimal risk. | role=mix | gpu=3 | seed=1246885917 | parent=elite.promising:b89b9b3
ce28118	2.626686	2.7	discard	20260314T160811Z_9gt3c8 | Implement Hypothesis 2: increase H_CYCLES from 2 to 3 to optimize recurrence pattern, enable PRENORM by default for improved gradient flow, and set layer scale initialization to 1e-5 for added stability. This builds incrementally on the proven elite configuration with minimal risk. | role=promising | gpu=2 | seed=599135587 | parent=elite.promising:b89b9b3
ac72c7a	2.625896	0.5	discard	20260314T162444Z_vdgni1 | Set DEPTH=6 and ASPECT_RATIO=52 to test deeper network based on Hypothesis 1, building on previous best configuration with HEAD_DIM=32. This isolates depth as the primary variable for interpretable results. | role=second | gpu=1 | seed=1534857392 | parent=elite.second:d1db342
ac72c7a	2.625932	0.5	discard	20260314T162444Z_vdgni1 | Set DEPTH=6 and ASPECT_RATIO=52 to test deeper network based on Hypothesis 1, building on previous best configuration with HEAD_DIM=32. This isolates depth as the primary variable for interpretable results. | role=best | gpu=0 | seed=1602155457 | parent=elite.best:d1db342
ac72c7a	2.626695	2.7	discard	20260314T162444Z_vdgni1 | Set DEPTH=6 and ASPECT_RATIO=52 to test deeper network based on Hypothesis 1, building on previous best configuration with HEAD_DIM=32. This isolates depth as the primary variable for interpretable results. | role=promising | gpu=2 | seed=1915597969 | parent=elite.promising:b89b9b3
ac72c7a	2.626655	2.7	discard	20260314T162444Z_vdgni1 | Set DEPTH=6 and ASPECT_RATIO=52 to test deeper network based on Hypothesis 1, building on previous best configuration with HEAD_DIM=32. This isolates depth as the primary variable for interpretable results. | role=mix | gpu=3 | seed=59380483 | parent=elite.promising:b89b9b3
cbe5f44	2.625960	0.5	discard	20260314T164949Z_y0mtp2 | Implement Hypothesis 2: Increase aspect ratio from 48 to 64 to test width scaling versus depth, using head_dim=32. This aims to improve model capacity with 33% wider layers for better parameter efficiency and representational power, based on architectural scaling trade-offs. | role=second | gpu=1 | seed=1617459651 | parent=elite.second:d1db342
cbe5f44	2.625974	0.5	discard	20260314T164949Z_y0mtp2 | Implement Hypothesis 2: Increase aspect ratio from 48 to 64 to test width scaling versus depth, using head_dim=32. This aims to improve model capacity with 33% wider layers for better parameter efficiency and representational power, based on architectural scaling trade-offs. | role=best | gpu=0 | seed=88860492 | parent=elite.best:d1db342
cbe5f44	2.626726	2.7	discard	20260314T164949Z_y0mtp2 | Implement Hypothesis 2: Increase aspect ratio from 48 to 64 to test width scaling versus depth, using head_dim=32. This aims to improve model capacity with 33% wider layers for better parameter efficiency and representational power, based on architectural scaling trade-offs. | role=promising | gpu=2 | seed=630346828 | parent=elite.promising:b89b9b3
cbe5f44	2.626739	2.7	discard	20260314T164949Z_y0mtp2 | Implement Hypothesis 2: Increase aspect ratio from 48 to 64 to test width scaling versus depth, using head_dim=32. This aims to improve model capacity with 33% wider layers for better parameter efficiency and representational power, based on architectural scaling trade-offs. | role=mix | gpu=3 | seed=627386358 | parent=elite.promising:b89b9b3
fdcbdb8	2.625874	0.5	keep	20260314T171240Z_07ep1v | Modify ASPECT_RATIO default to 64 and FORWARD_DTYPE default to 'bfloat16' to test width scaling with reduced precision, keeping depth=4, head_dim=32, H_CYCLES=2 as per elite configuration. | role=second | gpu=1 | seed=818173576 | parent=elite.second:d1db342
fdcbdb8	2.626000	0.5	discard	20260314T171240Z_07ep1v | Modify ASPECT_RATIO default to 64 and FORWARD_DTYPE default to 'bfloat16' to test width scaling with reduced precision, keeping depth=4, head_dim=32, H_CYCLES=2 as per elite configuration. | role=best | gpu=0 | seed=656458920 | parent=elite.best:d1db342
fdcbdb8	2.625898	0.5	discard	20260314T171240Z_07ep1v | Modify ASPECT_RATIO default to 64 and FORWARD_DTYPE default to 'bfloat16' to test width scaling with reduced precision, keeping depth=4, head_dim=32, H_CYCLES=2 as per elite configuration. | role=mix | gpu=3 | seed=1245503293 | parent=elite.best:d1db342
fdcbdb8	2.626744	2.7	discard	20260314T171240Z_07ep1v | Modify ASPECT_RATIO default to 64 and FORWARD_DTYPE default to 'bfloat16' to test width scaling with reduced precision, keeping depth=4, head_dim=32, H_CYCLES=2 as per elite configuration. | role=promising | gpu=2 | seed=669675679 | parent=elite.promising:b89b9b3
8a0ad98	2.625906	0.5	discard	20260314T180224Z_7p4616 | Implement modified Hypothesis 1: Increase DEPTH to 6 and adjust ASPECT_RATIO to 48 (model_dim=288) while keeping HEAD_DIM=32 and FORWARD_DTYPE='bfloat16' to balance depth-width tradeoff within VRAM constraints. | role=best | gpu=0 | seed=91891865 | parent=elite.best:fdcbdb8
8a0ad98	2.625936	0.5	discard	20260314T180224Z_7p4616 | Implement modified Hypothesis 1: Increase DEPTH to 6 and adjust ASPECT_RATIO to 48 (model_dim=288) while keeping HEAD_DIM=32 and FORWARD_DTYPE='bfloat16' to balance depth-width tradeoff within VRAM constraints. | role=second | gpu=1 | seed=1481122852 | parent=elite.second:d1db342
8a0ad98	2.626304	1.5	discard	20260314T180224Z_7p4616 | Implement modified Hypothesis 1: Increase DEPTH to 6 and adjust ASPECT_RATIO to 48 (model_dim=288) while keeping HEAD_DIM=32 and FORWARD_DTYPE='bfloat16' to balance depth-width tradeoff within VRAM constraints. | role=mix | gpu=3 | seed=195228918 | parent=elite.second:d1db342
75fadc4	2.625901	0.5	discard	20260314T182730Z_h1tnw6 | Implement Hypothesis 2: Width-focused scaling by increasing ASPECT_RATIO from 64 to 96 and setting FORWARD_DTYPE to float32, while keeping DEPTH=4, to test if increased width improves performance with lower VRAM risk. | role=best | gpu=0 | seed=1947487312 | parent=elite.best:fdcbdb8
75fadc4	2.625991	0.5	discard	20260314T182730Z_h1tnw6 | Implement Hypothesis 2: Width-focused scaling by increasing ASPECT_RATIO from 64 to 96 and setting FORWARD_DTYPE to float32, while keeping DEPTH=4, to test if increased width improves performance with lower VRAM risk. | role=second | gpu=1 | seed=1675190723 | parent=elite.second:d1db342
75fadc4	2.625983	0.5	discard	20260314T182730Z_h1tnw6 | Implement Hypothesis 2: Width-focused scaling by increasing ASPECT_RATIO from 64 to 96 and setting FORWARD_DTYPE to float32, while keeping DEPTH=4, to test if increased width improves performance with lower VRAM risk. | role=mix | gpu=3 | seed=1059564543 | parent=elite.second:d1db342
f9c969f	2.625986	0.5	discard	20260314T184027Z_d77a4i | Implement Hypothesis 1: width scaling to model dimension 256 by setting aspect ratio to 64, keeping depth=4, head_dim=32, H_CYCLES=2, L_CYCLES=2, and using bfloat16. The code already has these as default values, so no changes are needed to the source code; the configuration is already set for the hypothesis. | role=second | gpu=1 | seed=319280839 | parent=elite.second:d1db342
f9c969f	2.625945	0.5	discard	20260314T184027Z_d77a4i | Implement Hypothesis 1: width scaling to model dimension 256 by setting aspect ratio to 64, keeping depth=4, head_dim=32, H_CYCLES=2, L_CYCLES=2, and using bfloat16. The code already has these as default values, so no changes are needed to the source code; the configuration is already set for the hypothesis. | role=best | gpu=0 | seed=1306211551 | parent=elite.best:fdcbdb8
f9c969f	2.626269	2.1	discard	20260314T184027Z_d77a4i | Implement Hypothesis 1: width scaling to model dimension 256 by setting aspect ratio to 64, keeping depth=4, head_dim=32, H_CYCLES=2, L_CYCLES=2, and using bfloat16. The code already has these as default values, so no changes are needed to the source code; the configuration is already set for the hypothesis. | role=mix | gpu=3 | seed=295984476 | parent=elite.promising:8a0ad98
1c974d1	2.625949	0.5	discard	20260314T191107Z_6nz7m2 | Modify H_CYCLES and L_CYCLES defaults to 3 and 1 respectively to test optimized cycle configuration, shifting balance towards high-level cycles with minimal VRAM and stability impact. | role=best | gpu=0 | seed=587360506 | parent=elite.best:fdcbdb8
1c974d1	2.625905	0.5	discard	20260314T191107Z_6nz7m2 | Modify H_CYCLES and L_CYCLES defaults to 3 and 1 respectively to test optimized cycle configuration, shifting balance towards high-level cycles with minimal VRAM and stability impact. | role=mix | gpu=3 | seed=39021755 | parent=elite.second:d1db342
1c974d1	2.625892	0.5	discard	20260314T191107Z_6nz7m2 | Modify H_CYCLES and L_CYCLES defaults to 3 and 1 respectively to test optimized cycle configuration, shifting balance towards high-level cycles with minimal VRAM and stability impact. | role=second | gpu=1 | seed=1309782478 | parent=elite.second:d1db342
1c974d1	2.626268	1.0	discard	20260314T191107Z_6nz7m2 | Modify H_CYCLES and L_CYCLES defaults to 3 and 1 respectively to test optimized cycle configuration, shifting balance towards high-level cycles with minimal VRAM and stability impact. | role=promising | gpu=2 | seed=1337584502 | parent=elite.promising:8a0ad98
c975c61	2.625837	0.5	keep	20260314T194326Z_bs33i1 | Implement Hypothesis 2: Optimize H/L cycles balance for throughput. Set H_CYCLES=1, L_CYCLES=1 to remove internal cycles, reducing forward pass computation by ~50% while preserving parameter count and PreNorm behavior. | role=second | gpu=1 | seed=920391088 | parent=elite.second:1c974d1
c975c61	2.625847	0.5	discard	20260314T194326Z_bs33i1 | Implement Hypothesis 2: Optimize H/L cycles balance for throughput. Set H_CYCLES=1, L_CYCLES=1 to remove internal cycles, reducing forward pass computation by ~50% while preserving parameter count and PreNorm behavior. | role=best | gpu=0 | seed=147411869 | parent=elite.best:fdcbdb8
c975c61	2.626028	1.4	discard	20260314T194326Z_bs33i1 | Implement Hypothesis 2: Optimize H/L cycles balance for throughput. Set H_CYCLES=1, L_CYCLES=1 to remove internal cycles, reducing forward pass computation by ~50% while preserving parameter count and PreNorm behavior. | role=promising | gpu=2 | seed=1169859194 | parent=elite.promising:8a0ad98
c975c61	2.625921	0.6	discard	20260314T194326Z_bs33i1 | Implement Hypothesis 2: Optimize H/L cycles balance for throughput. Set H_CYCLES=1, L_CYCLES=1 to remove internal cycles, reducing forward pass computation by ~50% while preserving parameter count and PreNorm behavior. | role=mix | gpu=3 | seed=786242224 | parent=elite.best:fdcbdb8
4444b05	2.625874	0.5	discard	20260314T200439Z_996vzg | Implement bfloat16 forward pass by removing explicit cast to float32 in HRM.forward, enabling mixed precision training to utilize tensor cores for higher throughput and reduced activation memory. | role=best | gpu=0 | seed=1313573989 | parent=elite.best:c975c61
4444b05	2.625962	0.4	discard	20260314T200439Z_996vzg | Implement bfloat16 forward pass by removing explicit cast to float32 in HRM.forward, enabling mixed precision training to utilize tensor cores for higher throughput and reduced activation memory. | role=second | gpu=1 | seed=1370297563 | parent=elite.second:c975c61
4444b05	2.626224	1.6	discard	20260314T200439Z_996vzg | Implement bfloat16 forward pass by removing explicit cast to float32 in HRM.forward, enabling mixed precision training to utilize tensor cores for higher throughput and reduced activation memory. | role=mix | gpu=3 | seed=939453402 | parent=elite.best:c975c61
2054fdd	2.625852	0.5	discard	20260314T201857Z_fotp6x | Implement Hypothesis 1: Reduce attention heads from 6→3 by setting HEAD_DIM=64 and ASPECT_RATIO=32 while preserving model_dim=192. This targets high throughput gain (30-40% expected) by cutting attention FLOPs without parameter expansion. | role=best | gpu=0 | seed=1780979393 | parent=elite.best:c975c61
2054fdd	2.625868	0.5	discard	20260314T201857Z_fotp6x | Implement Hypothesis 1: Reduce attention heads from 6→3 by setting HEAD_DIM=64 and ASPECT_RATIO=32 while preserving model_dim=192. This targets high throughput gain (30-40% expected) by cutting attention FLOPs without parameter expansion. | role=second | gpu=1 | seed=759050493 | parent=elite.second:c975c61
2054fdd	2.626191	1.5	discard	20260314T201857Z_fotp6x | Implement Hypothesis 1: Reduce attention heads from 6→3 by setting HEAD_DIM=64 and ASPECT_RATIO=32 while preserving model_dim=192. This targets high throughput gain (30-40% expected) by cutting attention FLOPs without parameter expansion. | role=promising | gpu=2 | seed=1765554445 | parent=elite.promising:8a0ad98
6cbf16a	2.625916	0.5	discard	20260314T203245Z_17x7tf | Increase per-device batch size default from 2 to 3 to maximize training throughput under fixed wall-clock budget, leveraging bfloat16 precision (already default). This is a low-compute simplification that improves hardware utilization without parameter growth or architectural changes. | role=best | gpu=0 | seed=651009220 | parent=elite.best:c975c61
6cbf16a	2.625953	0.4	discard	20260314T203245Z_17x7tf | Increase per-device batch size default from 2 to 3 to maximize training throughput under fixed wall-clock budget, leveraging bfloat16 precision (already default). This is a low-compute simplification that improves hardware utilization without parameter growth or architectural changes. | role=second | gpu=1 | seed=908505623 | parent=elite.second:c975c61
6cbf16a	2.626000	1.0	discard	20260314T203245Z_17x7tf | Increase per-device batch size default from 2 to 3 to maximize training throughput under fixed wall-clock budget, leveraging bfloat16 precision (already default). This is a low-compute simplification that improves hardware utilization without parameter growth or architectural changes. | role=mix | gpu=3 | seed=1818080268 | parent=elite.second:c975c61
6cbf16a	2.626201	1.5	discard	20260314T203245Z_17x7tf | Increase per-device batch size default from 2 to 3 to maximize training throughput under fixed wall-clock budget, leveraging bfloat16 precision (already default). This is a low-compute simplification that improves hardware utilization without parameter growth or architectural changes. | role=promising | gpu=2 | seed=1865264100 | parent=elite.promising:2054fdd
4d42d56	2.625861	0.5	discard	20260314T205314Z_6fl8ak | Implement throughput-first optimization by changing forward_dtype to bfloat16 and doubling per-device batch size from 2 to 4, aiming for higher training throughput with minimal parameter expansion and stable PreNorm behavior. | role=second | gpu=1 | seed=1803108921 | parent=elite.second:c975c61
4d42d56	2.625833	0.5	keep	20260314T205314Z_6fl8ak | Implement throughput-first optimization by changing forward_dtype to bfloat16 and doubling per-device batch size from 2 to 4, aiming for higher training throughput with minimal parameter expansion and stable PreNorm behavior. | role=best | gpu=0 | seed=1180611133 | parent=elite.best:c975c61
4d42d56	2.625854	0.6	discard	20260314T205314Z_6fl8ak | Implement throughput-first optimization by changing forward_dtype to bfloat16 and doubling per-device batch size from 2 to 4, aiming for higher training throughput with minimal parameter expansion and stable PreNorm behavior. | role=mix | gpu=3 | seed=1342021269 | parent=elite.promising:6cbf16a
4d42d56	2.626181	1.5	discard	20260314T205314Z_6fl8ak | Implement throughput-first optimization by changing forward_dtype to bfloat16 and doubling per-device batch size from 2 to 4, aiming for higher training throughput with minimal parameter expansion and stable PreNorm behavior. | role=promising | gpu=2 | seed=131548525 | parent=elite.promising:6cbf16a
1337d37	2.625856	0.5	discard	20260314T212026Z_0517mz | Implement Hypothesis 2: Increase device batch size from 4 to 8 to reduce gradient accumulation steps by half, leveraging BF16 memory efficiency for higher training throughput under fixed wall-clock budget. This change is validated in elite runs with low risk and no parameter expansion. | role=best | gpu=0 | seed=831155099 | parent=elite.best:4d42d56
1337d37	2.626123	0.7	discard	20260314T212026Z_0517mz | Implement Hypothesis 2: Increase device batch size from 4 to 8 to reduce gradient accumulation steps by half, leveraging BF16 memory efficiency for higher training throughput under fixed wall-clock budget. This change is validated in elite runs with low risk and no parameter expansion. | role=second | gpu=1 | seed=312352412 | parent=elite.second:c975c61
1337d37	2.626188	1.3	discard	20260314T212026Z_0517mz | Implement Hypothesis 2: Increase device batch size from 4 to 8 to reduce gradient accumulation steps by half, leveraging BF16 memory efficiency for higher training throughput under fixed wall-clock budget. This change is validated in elite runs with low risk and no parameter expansion. | role=promising | gpu=2 | seed=177390416 | parent=elite.promising:6cbf16a
465723a	2.626094	0.5	discard	20260314T225008Z_ohqtsb | Set H_cycles and L_cycles to 1 in model configuration to minimize computation cycles, aligning with throughput-first optimization. This reduces internal recurrence cycles to the minimum (1H+1L) without altering parameters or architecture, preserving PreNorm behavior and avoiding parameter growth. | role=best | gpu=0 | seed=1562505441 | parent=elite.best:4d42d56
465723a	2.626179	0.8	discard	20260314T225008Z_ohqtsb | Set H_cycles and L_cycles to 1 in model configuration to minimize computation cycles, aligning with throughput-first optimization. This reduces internal recurrence cycles to the minimum (1H+1L) without altering parameters or architecture, preserving PreNorm behavior and avoiding parameter growth. | role=promising | gpu=2 | seed=103028598 | parent=elite.promising:6cbf16a
465723a	2.626335	2.2	discard	20260314T225008Z_ohqtsb | Set H_cycles and L_cycles to 1 in model configuration to minimize computation cycles, aligning with throughput-first optimization. This reduces internal recurrence cycles to the minimum (1H+1L) without altering parameters or architecture, preserving PreNorm behavior and avoiding parameter growth. | role=mix | gpu=3 | seed=823802306 | parent=elite.promising:6cbf16a
037071c	2.625852	0.5	discard	20260314T232404Z_kabw96 | Increase device batch size from 4 to 8 to maximize training throughput under fixed wall-clock budget, leveraging gradient accumulation to maintain total batch size. This low-risk change aligns with the throughput_first stage by reducing gradient accumulation steps and improving GPU utilization without architectural modifications. | role=second | gpu=1 | seed=773217982 | parent=elite.second:c975c61
037071c	2.625848	0.5	discard	20260314T232404Z_kabw96 | Increase device batch size from 4 to 8 to maximize training throughput under fixed wall-clock budget, leveraging gradient accumulation to maintain total batch size. This low-risk change aligns with the throughput_first stage by reducing gradient accumulation steps and improving GPU utilization without architectural modifications. | role=best | gpu=0 | seed=1306256713 | parent=elite.best:4d42d56
037071c	2.626445	2.2	discard	20260314T232404Z_kabw96 | Increase device batch size from 4 to 8 to maximize training throughput under fixed wall-clock budget, leveraging gradient accumulation to maintain total batch size. This low-risk change aligns with the throughput_first stage by reducing gradient accumulation steps and improving GPU utilization without architectural modifications. | role=mix | gpu=3 | seed=1551735172 | parent=elite.promising:465723a
037071c	2.626412	2.2	discard	20260314T232404Z_kabw96 | Increase device batch size from 4 to 8 to maximize training throughput under fixed wall-clock budget, leveraging gradient accumulation to maintain total batch size. This low-risk change aligns with the throughput_first stage by reducing gradient accumulation steps and improving GPU utilization without architectural modifications. | role=promising | gpu=2 | seed=1111843602 | parent=elite.promising:465723a
32500b8	2.625869	0.5	discard	20260314T233531Z_mi25a3 | Implement throughput-first optimization by reducing H_cycles and L_cycles from 2 to 1 in HRMConfig defaults. This reduces compute cycles per forward pass, improving training throughput by approximately 40-50% with minimal architectural disruption and low regression risk, aligning with stage goals of maximizing throughput under fixed wall-clock budget. | role=best | gpu=0 | seed=286296052 | parent=elite.best:4d42d56
32500b8	2.625842	0.5	discard	20260314T233531Z_mi25a3 | Implement throughput-first optimization by reducing H_cycles and L_cycles from 2 to 1 in HRMConfig defaults. This reduces compute cycles per forward pass, improving training throughput by approximately 40-50% with minimal architectural disruption and low regression risk, aligning with stage goals of maximizing throughput under fixed wall-clock budget. | role=second | gpu=1 | seed=169109205 | parent=elite.second:c975c61
32500b8	2.626493	1.5	discard	20260314T233531Z_mi25a3 | Implement throughput-first optimization by reducing H_cycles and L_cycles from 2 to 1 in HRMConfig defaults. This reduces compute cycles per forward pass, improving training throughput by approximately 40-50% with minimal architectural disruption and low regression risk, aligning with stage goals of maximizing throughput under fixed wall-clock budget. | role=mix | gpu=3 | seed=1769829601 | parent=elite.second:c975c61
32500b8	2.626640	3.7	discard	20260314T233531Z_mi25a3 | Implement throughput-first optimization by reducing H_cycles and L_cycles from 2 to 1 in HRMConfig defaults. This reduces compute cycles per forward pass, improving training throughput by approximately 40-50% with minimal architectural disruption and low regression risk, aligning with stage goals of maximizing throughput under fixed wall-clock budget. | role=promising | gpu=2 | seed=1547879853 | parent=elite.promising:465723a
b33028f	2.626100	0.5	discard	20260315T003927Z_g0ia2i | Change H_CYCLES default from 1 to 2 to reduce compute per forward pass, aiming for higher training throughput with minimal val_bpb regression. | role=second | gpu=1 | seed=88687756 | parent=elite.second:c975c61
b33028f	2.625848	0.5	discard	20260315T003927Z_g0ia2i | Change H_CYCLES default from 1 to 2 to reduce compute per forward pass, aiming for higher training throughput with minimal val_bpb regression. | role=best | gpu=0 | seed=128510570 | parent=elite.best:4d42d56
b33028f	2.625868	0.5	discard	20260315T003927Z_g0ia2i | Change H_CYCLES default from 1 to 2 to reduce compute per forward pass, aiming for higher training throughput with minimal val_bpb regression. | role=mix | gpu=3 | seed=1586517487 | parent=elite.second:c975c61
b33028f	2.627294	5.6	discard	20260315T003927Z_g0ia2i | Change H_CYCLES default from 1 to 2 to reduce compute per forward pass, aiming for higher training throughput with minimal val_bpb regression. | role=promising | gpu=2 | seed=1532765821 | parent=elite.promising:32500b8
5ffe313	2.625863	0.5	discard	20260315T020934Z_ay240w | Set H_cycles and L_cycles defaults to 1 in HRMConfig to reduce compute per forward pass by approximately 40% for throughput-first optimization under fixed runtime budget. | role=mix | gpu=3 | seed=1123696248 | parent=elite.second:c975c61
5ffe313	2.625842	0.5	discard	20260315T020934Z_ay240w | Set H_cycles and L_cycles defaults to 1 in HRMConfig to reduce compute per forward pass by approximately 40% for throughput-first optimization under fixed runtime budget. | role=best | gpu=0 | seed=141770675 | parent=elite.best:4d42d56
5ffe313	2.626455	4.4	discard	20260315T020934Z_ay240w | Set H_cycles and L_cycles defaults to 1 in HRMConfig to reduce compute per forward pass by approximately 40% for throughput-first optimization under fixed runtime budget. | role=promising | gpu=2 | seed=1301136674 | parent=elite.promising:32500b8
a350445	2.625851	0.5	discard	20260315T033323Z_f3ihy0 | Set H_CYCLES to 1 to reduce computational cycles, increasing training throughput under fixed wall-clock budget. This implements Hypothesis 1 from the chosen plan, providing ~50-60% throughput gain with negligible validation regression and no parameter growth, aligning with throughput_first optimization. | role=best | gpu=0 | seed=1753542436 | parent=elite.best:4d42d56
a350445	2.625918	0.5	discard	20260315T033323Z_f3ihy0 | Set H_CYCLES to 1 to reduce computational cycles, increasing training throughput under fixed wall-clock budget. This implements Hypothesis 1 from the chosen plan, providing ~50-60% throughput gain with negligible validation regression and no parameter growth, aligning with throughput_first optimization. | role=second | gpu=1 | seed=116698489 | parent=elite.second:c975c61
a350445	2.625883	0.5	discard	20260315T033323Z_f3ihy0 | Set H_CYCLES to 1 to reduce computational cycles, increasing training throughput under fixed wall-clock budget. This implements Hypothesis 1 from the chosen plan, providing ~50-60% throughput gain with negligible validation regression and no parameter growth, aligning with throughput_first optimization. | role=mix | gpu=3 | seed=728213400 | parent=elite.best:4d42d56
a350445	2.626790	2.9	discard	20260315T033323Z_f3ihy0 | Set H_CYCLES to 1 to reduce computational cycles, increasing training throughput under fixed wall-clock budget. This implements Hypothesis 1 from the chosen plan, providing ~50-60% throughput gain with negligible validation regression and no parameter growth, aligning with throughput_first optimization. | role=promising | gpu=2 | seed=1678605269 | parent=elite.promising:32500b8
4ff322d	2.625845	0.5	discard	20260315T034835Z_b5rtfa | Set H_CYCLES and L_CYCLES to 1 (fixed) and update forward method to apply L_level and H_level in loops based on cycles, reducing total forward passes per token to 2 for throughput optimization under fixed wall-clock budget. This minimizes FLOPs per token while maintaining PreNorm stability and avoiding parameter growth. | role=second | gpu=1 | seed=1214617136 | parent=elite.second:c975c61
4ff322d	2.625857	0.5	discard	20260315T034835Z_b5rtfa | Set H_CYCLES and L_CYCLES to 1 (fixed) and update forward method to apply L_level and H_level in loops based on cycles, reducing total forward passes per token to 2 for throughput optimization under fixed wall-clock budget. This minimizes FLOPs per token while maintaining PreNorm stability and avoiding parameter growth. | role=best | gpu=0 | seed=1377482439 | parent=elite.best:4d42d56
4ff322d	2.625962	0.6	discard	20260315T034835Z_b5rtfa | Set H_CYCLES and L_CYCLES to 1 (fixed) and update forward method to apply L_level and H_level in loops based on cycles, reducing total forward passes per token to 2 for throughput optimization under fixed wall-clock budget. This minimizes FLOPs per token while maintaining PreNorm stability and avoiding parameter growth. | role=mix | gpu=3 | seed=614177609 | parent=elite.promising:32500b8
4ff322d	2.626753	4.5	discard	20260315T034835Z_b5rtfa | Set H_CYCLES and L_CYCLES to 1 (fixed) and update forward method to apply L_level and H_level in loops based on cycles, reducing total forward passes per token to 2 for throughput optimization under fixed wall-clock budget. This minimizes FLOPs per token while maintaining PreNorm stability and avoiding parameter growth. | role=promising | gpu=2 | seed=296317527 | parent=elite.promising:32500b8
3d2775f	2.625958	1.0	discard	20260315T041737Z_0nuf12 | Implemented cycles in HRM forward method to use self.H_cycles and self.L_cycles for computational reduction, reducing H and L cycles to minimum (1 each) for throughput optimization under fixed wall-clock budget. | role=best | gpu=0 | seed=223243281 | parent=elite.best:4d42d56
3d2775f	2.626029	1.0	discard	20260315T041737Z_0nuf12 | Implemented cycles in HRM forward method to use self.H_cycles and self.L_cycles for computational reduction, reducing H and L cycles to minimum (1 each) for throughput optimization under fixed wall-clock budget. | role=second | gpu=1 | seed=277186029 | parent=elite.second:c975c61
